instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,day_type,casual_pct,registered_pct
12355,2012-06-03,2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045,26,82,108,23.779999999999998,53.0,Weekend/Holiday,23.853211009174313,75.22935779816514
12356,2012-06-04,2,1,6,0,0,1,1,1,0.58,0.5455,0.53,0.0,11,38,49,23.779999999999998,53.0,Workday,22.0,76.0
12357,2012-06-04,2,1,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642,4,10,14,22.96,60.0,Workday,26.666666666666668,66.66666666666666
12358,2012-06-04,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,1,10,11,22.96,60.0,Workday,8.333333333333332,83.33333333333334
12359,2012-06-04,2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642,0,5,5,22.96,60.0,Workday,0.0,83.33333333333334
12360,2012-06-04,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896,2,6,8,22.14,64.0,Workday,22.22222222222222,66.66666666666666
12361,2012-06-04,2,1,6,5,0,1,1,1,0.52,0.5,0.68,0.0,2,33,35,21.32,68.0,Workday,5.555555555555555,91.66666666666666
12362,2012-06-04,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0.0,4,135,139,21.32,68.0,Workday,2.857142857142857,96.42857142857143
12363,2012-06-04,2,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239,13,504,517,22.96,60.0,Workday,2.5096525096525095,97.2972972972973
12364,2012-06-04,2,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239,22,643,665,24.599999999999998,49.0,Workday,3.303303303303303,96.54654654654654
12365,2012-06-04,2,1,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836,38,244,282,25.419999999999998,43.0,Workday,13.427561837455832,86.21908127208481
12366,2012-06-04,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627,67,120,187,26.240000000000002,41.0,Workday,35.638297872340424,63.829787234042556
12367,2012-06-04,2,1,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925,71,168,239,26.240000000000002,38.0,Workday,29.583333333333332,70.0
12368,2012-06-04,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478,62,220,282,26.240000000000002,41.0,Workday,21.908127208480565,77.73851590106007
12369,2012-06-04,2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582,85,189,274,26.240000000000002,41.0,Workday,30.909090909090907,68.72727272727272
12370,2012-06-04,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925,84,186,270,25.419999999999998,41.0,Workday,30.996309963099634,68.63468634686348
12371,2012-06-04,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985,77,215,292,27.060000000000002,39.0,Workday,26.27986348122867,73.37883959044369
12372,2012-06-04,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627,73,375,448,27.060000000000002,39.0,Workday,16.258351893095767,83.51893095768375
12373,2012-06-04,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,101,733,834,26.240000000000002,38.0,Workday,12.095808383233534,87.78443113772455
12374,2012-06-04,2,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,103,719,822,26.240000000000002,38.0,Workday,12.515188335358445,87.363304981774
12375,2012-06-04,2,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,91,554,645,25.419999999999998,38.0,Workday,14.086687306501547,85.75851393188854
12376,2012-06-04,2,1,6,20,0,1,1,1,0.6,0.6212,0.4,0.3582,71,390,461,24.599999999999998,40.0,Workday,15.367965367965366,84.4155844155844
12377,2012-06-04,2,1,6,21,0,1,1,1,0.58,0.5455,0.49,0.2537,40,225,265,23.779999999999998,49.0,Workday,15.037593984962406,84.58646616541353
12378,2012-06-04,2,1,6,22,0,1,1,1,0.56,0.5303,0.52,0.2836,41,127,168,22.96,52.0,Workday,24.2603550295858,75.14792899408283
12379,2012-06-04,2,1,6,23,0,1,1,1,0.58,0.5455,0.49,0.2985,8,78,86,23.779999999999998,49.0,Workday,9.195402298850574,89.65517241379311
12380,2012-06-05,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,6,28,34,22.14,68.0,Workday,17.142857142857142,80.0
12381,2012-06-05,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284,2,18,20,21.32,77.0,Workday,9.523809523809524,85.71428571428571
12382,2012-06-05,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,8,8,21.32,72.0,Workday,0.0,88.88888888888889
12383,2012-06-05,2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.194,0,5,5,20.5,82.0,Workday,0.0,83.33333333333334
12384,2012-06-05,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194,1,4,5,20.5,82.0,Workday,16.666666666666664,66.66666666666666
12385,2012-06-05,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642,1,35,36,19.68,82.0,Workday,2.7027027027027026,94.5945945945946
12386,2012-06-05,2,1,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537,7,177,184,19.68,82.0,Workday,3.783783783783784,95.67567567567568
12387,2012-06-05,2,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985,29,540,569,19.68,77.0,Workday,5.087719298245614,94.73684210526315
12388,2012-06-05,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,30,680,710,19.68,77.0,Workday,4.219409282700422,95.63994374120956
12389,2012-06-05,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537,50,285,335,21.32,72.0,Workday,14.880952380952381,84.82142857142857
12390,2012-06-05,2,1,6,10,0,2,1,2,0.52,0.5,0.63,0.2985,58,118,176,21.32,63.0,Workday,32.7683615819209,66.66666666666666
12391,2012-06-05,2,1,6,11,0,2,1,2,0.56,0.5303,0.56,0.194,65,162,227,22.96,56.00000000000001,Workday,28.50877192982456,71.05263157894737
12392,2012-06-05,2,1,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239,45,202,247,22.14,56.00000000000001,Workday,18.14516129032258,81.45161290322581
12393,2012-06-05,2,1,6,13,0,2,1,2,0.6,0.6212,0.46,0.1642,66,201,267,24.599999999999998,46.0,Workday,24.62686567164179,75.0
12394,2012-06-05,2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642,82,194,276,23.779999999999998,46.0,Workday,29.602888086642597,70.03610108303249
12395,2012-06-05,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272,23.779999999999998,46.0,Workday,19.78021978021978,79.85347985347985
12396,2012-06-05,2,1,6,16,0,2,1,1,0.6,0.6212,0.43,0.194,91,382,473,24.599999999999998,43.0,Workday,19.198312236286917,80.59071729957806
12397,2012-06-05,2,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0,86,764,850,24.599999999999998,43.0,Workday,10.105757931844888,89.77673325499413
12398,2012-06-05,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,111,679,790,24.599999999999998,43.0,Workday,14.032869785082175,85.84070796460178
12399,2012-06-05,2,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537,68,445,513,23.779999999999998,46.0,Workday,13.229571984435799,86.57587548638132
12400,2012-06-05,2,1,6,20,0,2,1,1,0.56,0.5303,0.49,0.2239,44,371,415,22.96,49.0,Workday,10.576923076923077,89.1826923076923
12401,2012-06-05,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642,30,253,283,22.14,56.00000000000001,Workday,10.56338028169014,89.08450704225352
12402,2012-06-05,2,1,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045,22,171,193,22.96,52.0,Workday,11.34020618556701,88.14432989690721
12403,2012-06-05,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896,20,93,113,22.14,56.00000000000001,Workday,17.543859649122805,81.57894736842105
12404,2012-06-06,2,1,6,0,0,3,1,1,0.52,0.5,0.59,0.0896,3,46,49,21.32,59.0,Workday,6.0,92.0
12405,2012-06-06,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0.0,6,21,27,21.32,68.0,Workday,21.428571428571427,75.0
12406,2012-06-06,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0.0,4,7,11,20.5,68.0,Workday,33.33333333333333,58.333333333333336
12407,2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8,18.86,82.0,Workday,0.0,88.88888888888889
12408,2012-06-06,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045,3,7,10,18.86,82.0,Workday,27.27272727272727,63.63636363636363
12409,2012-06-06,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0,1,37,38,19.68,77.0,Workday,2.564102564102564,94.87179487179486
12410,2012-06-06,2,1,6,6,0,3,1,1,0.48,0.4697,0.77,0.0,7,165,172,19.68,77.0,Workday,4.046242774566474,95.37572254335261
12411,2012-06-06,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,16,531,547,20.5,72.0,Workday,2.9197080291970803,96.8978102189781
12412,2012-06-06,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0,31,637,668,22.14,68.0,Workday,4.633781763826607,95.21674140508222
12413,2012-06-06,2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896,35,268,303,22.96,60.0,Workday,11.513157894736842,88.1578947368421
12414,2012-06-06,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203,24.599999999999998,46.0,Workday,26.96078431372549,72.54901960784314
12415,2012-06-06,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896,65,161,226,25.419999999999998,43.0,Workday,28.634361233480178,70.92511013215858
12416,2012-06-06,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0.0,80,235,315,25.419999999999998,38.0,Workday,25.31645569620253,74.36708860759494
12417,2012-06-06,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896,73,230,303,25.419999999999998,41.0,Workday,24.013157894736842,75.6578947368421
12418,2012-06-06,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0.0,111,191,302,26.240000000000002,38.0,Workday,36.633663366336634,63.03630363036304
12419,2012-06-06,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0.0,75,225,300,26.240000000000002,38.0,Workday,24.916943521594686,74.75083056478405
12420,2012-06-06,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343,107,345,452,26.240000000000002,41.0,Workday,23.62030905077263,76.15894039735099
12421,2012-06-06,2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343,72,652,724,25.419999999999998,43.0,Workday,9.931034482758621,89.93103448275862
12422,2012-06-06,2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194,94,688,782,24.599999999999998,53.0,Workday,12.005108556832694,87.86717752234993
12423,2012-06-06,2,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985,52,486,538,22.96,73.0,Workday,9.647495361781075,90.16697588126159
12424,2012-06-06,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836,59,349,408,22.14,73.0,Workday,14.425427872860636,85.33007334963325
12425,2012-06-06,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,38,260,298,22.14,73.0,Workday,12.709030100334449,86.95652173913044
12426,2012-06-06,2,1,6,22,0,3,1,1,0.52,0.5,0.77,0.0896,27,221,248,21.32,77.0,Workday,10.843373493975903,88.75502008032129
12427,2012-06-06,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0,13,110,123,21.32,77.0,Workday,10.483870967741936,88.70967741935483
12428,2012-06-07,2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343,9,50,59,21.32,77.0,Workday,15.0,83.33333333333334
12429,2012-06-07,2,1,6,1,0,4,1,1,0.52,0.5,0.77,0.1642,5,17,22,21.32,77.0,Workday,21.73913043478261,73.91304347826086
12430,2012-06-07,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896,0,12,12,21.32,77.0,Workday,0.0,92.3076923076923
12431,2012-06-07,2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045,0,5,5,20.5,77.0,Workday,0.0,83.33333333333334
12432,2012-06-07,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6,18.86,88.0,Workday,0.0,85.71428571428571
12433,2012-06-07,2,1,6,5,0,4,1,1,0.48,0.4697,0.82,0.0896,0,34,34,19.68,82.0,Workday,0.0,97.14285714285714
12434,2012-06-07,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,5,165,170,18.86,88.0,Workday,2.923976608187134,96.49122807017544
12435,2012-06-07,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,20,506,526,20.5,82.0,Workday,3.795066413662239,96.01518026565465
12436,2012-06-07,2,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,20,661,681,21.32,77.0,Workday,2.932551319648094,96.9208211143695
12437,2012-06-07,2,1,6,9,0,4,1,1,0.58,0.5455,0.68,0.0,37,300,337,23.779999999999998,68.0,Workday,10.946745562130179,88.75739644970415
12438,2012-06-07,2,1,6,10,0,4,1,1,0.6,0.6061,0.64,0.0896,56,154,210,24.599999999999998,64.0,Workday,26.540284360189574,72.98578199052133
12439,2012-06-07,2,1,6,11,0,4,1,1,0.66,0.6212,0.47,0.2239,67,170,237,27.060000000000002,47.0,Workday,28.15126050420168,71.42857142857143
12440,2012-06-07,2,1,6,12,0,4,1,1,0.7,0.6364,0.42,0.0,62,274,336,28.7,42.0,Workday,18.397626112759642,81.30563798219585
12441,2012-06-07,2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,65,250,315,28.7,37.0,Workday,20.569620253164558,79.11392405063292
12442,2012-06-07,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,67,198,265,29.52,37.0,Workday,25.18796992481203,74.43609022556392
12443,2012-06-07,2,1,6,15,0,4,1,1,0.74,0.6515,0.3,0.0,99,234,333,30.34,30.0,Workday,29.64071856287425,70.05988023952095
12444,2012-06-07,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,77,389,466,29.52,34.0,Workday,16.488222698072803,83.29764453961455
12445,2012-06-07,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778,869,29.52,34.0,Workday,10.459770114942529,89.42528735632183
12446,2012-06-07,2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,110,703,813,28.7,34.0,Workday,13.513513513513514,86.36363636363636
12447,2012-06-07,2,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836,65,537,602,28.7,34.0,Workday,10.779436152570481,89.05472636815921
12448,2012-06-07,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985,76,402,478,27.060000000000002,36.0,Workday,15.866388308977037,83.92484342379957
12449,2012-06-07,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313,25.419999999999998,41.0,Workday,9.554140127388536,90.12738853503186
12450,2012-06-07,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,35,193,228,24.599999999999998,46.0,Workday,15.283842794759824,84.27947598253274
12451,2012-06-07,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177,22.96,52.0,Workday,23.595505617977526,75.84269662921348
12452,2012-06-08,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,18,59,77,22.96,56.00000000000001,Workday,23.076923076923077,75.64102564102564
12453,2012-06-08,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29,22.96,56.00000000000001,Workday,13.333333333333334,83.33333333333334
12454,2012-06-08,2,1,6,2,0,5,1,1,0.56,0.5303,0.56,0.0,2,17,19,22.96,56.00000000000001,Workday,10.0,85.0
12455,2012-06-08,2,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896,0,8,8,22.14,60.0,Workday,0.0,88.88888888888889
12456,2012-06-08,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0.0,1,9,10,21.32,63.0,Workday,9.090909090909092,81.81818181818183
12457,2012-06-08,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29,20.5,72.0,Workday,3.3333333333333335,93.33333333333333
12458,2012-06-08,2,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896,8,131,139,21.32,68.0,Workday,5.714285714285714,93.57142857142857
12459,2012-06-08,2,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045,19,409,428,21.32,72.0,Workday,4.428904428904429,95.33799533799534
12460,2012-06-08,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700,23.779999999999998,60.0,Workday,5.2781740370898715,94.57917261055636
12461,2012-06-08,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,47,335,382,25.419999999999998,53.0,Workday,12.27154046997389,87.46736292428199
12462,2012-06-08,2,1,6,10,0,5,1,1,0.66,0.6212,0.47,0.2537,62,187,249,27.060000000000002,47.0,Workday,24.8,74.8
12463,2012-06-08,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264,28.7,42.0,Workday,24.528301886792452,75.09433962264151
12464,2012-06-08,2,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284,89,280,369,29.52,39.0,Workday,24.054054054054056,75.67567567567568
12465,2012-06-08,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416,30.34,37.0,Workday,30.935251798561154,68.82494004796163
12466,2012-06-08,2,1,6,14,0,5,1,1,0.76,0.6667,0.31,0.3881,128,245,373,31.16,31.0,Workday,34.22459893048128,65.50802139037432
12467,2012-06-08,2,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836,98,299,397,31.16,28.999999999999996,Workday,24.623115577889447,75.12562814070351
12468,2012-06-08,2,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,111,412,523,31.16,28.999999999999996,Workday,21.183206106870227,78.62595419847328
12469,2012-06-08,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793,31.16,28.999999999999996,Workday,14.357682619647354,85.51637279596977
12470,2012-06-08,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723,31.16,27.0,Workday,20.303867403314918,79.55801104972376
12471,2012-06-08,2,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555,30.34,30.0,Workday,17.086330935251798,82.73381294964028
12472,2012-06-08,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,408,29.52,32.0,Workday,28.606356968215156,71.14914425427872
12473,2012-06-08,2,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339,28.7,37.0,Workday,24.41176470588235,75.29411764705883
12474,2012-06-08,2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,61,230,291,27.880000000000003,41.0,Workday,20.89041095890411,78.76712328767124
12475,2012-06-08,2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215,26.240000000000002,56.99999999999999,Workday,24.074074074074073,75.46296296296296
12476,2012-06-09,2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206,26.240000000000002,53.0,Weekend/Holiday,26.08695652173913,73.42995169082126
12477,2012-06-09,2,1,6,1,0,6,0,1,0.64,0.6212,0.53,0.0896,34,89,123,26.240000000000002,53.0,Weekend/Holiday,27.419354838709676,71.7741935483871
12478,2012-06-09,2,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89,26.240000000000002,50.0,Weekend/Holiday,23.333333333333332,75.55555555555556
12479,2012-06-09,2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0.0,12,28,40,25.419999999999998,56.99999999999999,Weekend/Holiday,29.268292682926827,68.29268292682927
12480,2012-06-09,2,1,6,4,0,6,0,1,0.62,0.6212,0.57,0.0,2,6,8,25.419999999999998,56.99999999999999,Weekend/Holiday,22.22222222222222,66.66666666666666
12481,2012-06-09,2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19,24.599999999999998,56.00000000000001,Weekend/Holiday,20.0,75.0
12482,2012-06-09,2,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80,22.96,64.0,Weekend/Holiday,20.98765432098765,77.77777777777779
12483,2012-06-09,2,1,6,7,0,6,0,1,0.58,0.5455,0.64,0.1045,26,61,87,23.779999999999998,64.0,Weekend/Holiday,29.545454545454547,69.31818181818183
12484,2012-06-09,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244,25.419999999999998,61.0,Weekend/Holiday,17.142857142857142,82.44897959183673
12485,2012-06-09,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340,26.240000000000002,56.99999999999999,Weekend/Holiday,29.03225806451613,70.67448680351906
12486,2012-06-09,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466,28.7,51.0,Weekend/Holiday,35.974304068522486,63.811563169164884
12487,2012-06-09,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,218,351,569,31.16,35.0,Weekend/Holiday,38.24561403508772,61.578947368421055
12488,2012-06-09,2,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531,32.800000000000004,28.999999999999996,Weekend/Holiday,36.84210526315789,62.96992481203007
12489,2012-06-09,2,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585,33.62,24.0,Weekend/Holiday,40.27303754266212,59.55631399317406
12490,2012-06-09,2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593,33.62,23.0,Weekend/Holiday,40.235690235690235,59.59595959595959
12491,2012-06-09,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555,34.44,20.0,Weekend/Holiday,39.20863309352518,60.61151079136691
12492,2012-06-09,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534,33.62,24.0,Weekend/Holiday,40.93457943925234,58.87850467289719
12493,2012-06-09,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495,34.44,24.0,Weekend/Holiday,47.983870967741936,51.81451612903226
12494,2012-06-09,2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,175,276,451,33.62,24.0,Weekend/Holiday,38.716814159292035,61.06194690265486
12495,2012-06-09,2,1,6,19,0,6,0,1,0.8,0.697,0.29,0.1642,128,232,360,32.800000000000004,28.999999999999996,Weekend/Holiday,35.45706371191136,64.26592797783933
12496,2012-06-09,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363,31.16,35.0,Weekend/Holiday,34.34065934065934,65.38461538461539
12497,2012-06-09,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,105,211,316,30.34,40.0,Weekend/Holiday,33.12302839116719,66.5615141955836
12498,2012-06-09,2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214,28.7,57.99999999999999,Weekend/Holiday,29.30232558139535,70.23255813953489
12499,2012-06-09,2,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230,27.880000000000003,61.0,Weekend/Holiday,29.87012987012987,69.6969696969697
12500,2012-06-10,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158,27.060000000000002,69.0,Weekend/Holiday,20.754716981132077,78.61635220125787
12501,2012-06-10,2,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116,26.240000000000002,73.0,Weekend/Holiday,27.350427350427353,71.7948717948718
12502,2012-06-10,2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73,26.240000000000002,69.0,Weekend/Holiday,22.972972972972975,75.67567567567568
12503,2012-06-10,2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29,26.240000000000002,73.0,Weekend/Holiday,20.0,76.66666666666667
12504,2012-06-10,2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10,25.419999999999998,78.0,Weekend/Holiday,9.090909090909092,81.81818181818183
12505,2012-06-10,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13,25.419999999999998,69.0,Weekend/Holiday,21.428571428571427,71.42857142857143
12506,2012-06-10,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0,3,27,30,25.419999999999998,73.0,Weekend/Holiday,9.67741935483871,87.09677419354838
12507,2012-06-10,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,21,41,62,24.599999999999998,78.0,Weekend/Holiday,33.33333333333333,65.07936507936508
12508,2012-06-10,2,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181,26.240000000000002,73.0,Weekend/Holiday,32.417582417582416,67.03296703296702
12509,2012-06-10,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0.0,91,175,266,28.7,57.99999999999999,Weekend/Holiday,34.08239700374532,65.54307116104869
12510,2012-06-10,2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413,31.16,40.0,Weekend/Holiday,35.748792270531396,64.00966183574879
12511,2012-06-10,2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499,31.16,45.0,Weekend/Holiday,36.8,63.0
12512,2012-06-10,2,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,173,329,502,33.62,30.0,Weekend/Holiday,34.39363817097416,65.4075546719682
12513,2012-06-10,2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492,34.44,28.000000000000004,Weekend/Holiday,41.37931034482759,58.41784989858012
12514,2012-06-10,2,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500,34.44,30.0,Weekend/Holiday,37.12574850299401,62.6746506986028
12515,2012-06-10,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475,34.44,30.0,Weekend/Holiday,33.403361344537814,66.38655462184873
12516,2012-06-10,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508,34.44,36.0,Weekend/Holiday,33.988212180746565,65.81532416502947
12517,2012-06-10,2,1,6,17,0,0,0,1,0.82,0.7424,0.41,0.2836,184,337,521,33.62,41.0,Weekend/Holiday,35.24904214559387,64.55938697318008
12518,2012-06-10,2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490,33.62,38.0,Weekend/Holiday,33.401221995926676,66.39511201629328
12519,2012-06-10,2,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375,33.62,28.000000000000004,Weekend/Holiday,30.585106382978722,69.14893617021278
12520,2012-06-10,2,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642,113,250,363,31.16,48.0,Weekend/Holiday,31.043956043956044,68.68131868131869
12521,2012-06-10,2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253,29.52,62.0,Weekend/Holiday,32.677165354330704,66.92913385826772
12522,2012-06-10,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159,28.7,65.0,Weekend/Holiday,26.25,73.125
12523,2012-06-10,2,1,6,23,0,0,0,1,0.72,0.6667,0.58,0.1045,30,80,110,29.52,57.99999999999999,Weekend/Holiday,27.027027027027028,72.07207207207207
12524,2012-06-11,2,1,6,0,0,1,1,1,0.7,0.6515,0.65,0.1045,8,33,41,28.7,65.0,Workday,19.047619047619047,78.57142857142857
12525,2012-06-11,2,1,6,1,0,1,1,1,0.66,0.6212,0.74,0.1642,9,15,24,27.060000000000002,74.0,Workday,36.0,60.0
12526,2012-06-11,2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,5,12,17,27.060000000000002,74.0,Workday,27.77777777777778,66.66666666666666
